Checklist	ERC000050	ENA binned metagenome																									
tax_id	scientific_name	sample_alias	sample_title	sample_description	project name	assembly software	completeness score	completeness software	contamination score	binning software	Genome size (bp)	# contigs	N50 (contigs)	Longest contig (bp)	investigation type	binning parameters	taxonomic identity marker	isolation_source	collection date	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	broad-scale environmental context	local environmental context	environmental medium	sample derived from	metagenomic source
198431	uncultured prokaryote	sam_R8.metabat.216	Binned sample R8.metabat.216	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	94.2	checkM v1.1.2	1.08	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2084890	136	24498	100343	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.154	Binned sample R8.metabat.154	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	77.77	checkM v1.1.2	2.4	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2225497	453	5920	43138	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.39	Binned sample R8.metabat.39	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	90.33	checkM v1.1.2	5.09	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1033078	154	9246	42432	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.250	Binned sample R8.metabat.250	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	92.83	checkM v1.1.2	6.56	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1767688	332	6991	28013	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.90	Binned sample R8.metabat.90	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	82.52	checkM v1.1.2	1.91	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1352833	305	5470	16499	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.18	Binned sample R8.metabat.18	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	94.87	checkM v1.1.2	4.7	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2289063	187	35886	135543	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.239	Binned sample R8.metabat.239	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	74.02	checkM v1.1.2	5.25	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1027709	244	5134	19961	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.226	Binned sample R8.metabat.226	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	86.52	checkM v1.1.2	1.32	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1220064	53	40259	151121	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.101	Binned sample R8.metabat.101	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	88.53	checkM v1.1.2	0.72	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1726483	146	18763	52923	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.146	Binned sample R8.metabat.146	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	78.03	checkM v1.1.2	5.74	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1135492	168	9038	51200	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.223	Binned sample R8.metabat.223	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	53.83	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1028789	301	3706	12917	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.256	Binned sample R8.metabat.256	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	51.05	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	979553	306	3438	20072	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.116	Binned sample R8.metabat.116	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	86.08	checkM v1.1.2	3.71	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1575839	161	14006	54795	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.1	Binned sample R8.metabat.1	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	94.14	checkM v1.1.2	1.84	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2193388	317	9062	33685	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.220	Binned sample R8.metabat.220	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	89.49	checkM v1.1.2	1.4	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2140490	230	14517	54496	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.31	Binned sample R8.metabat.31	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	99.14	checkM v1.1.2	2.94	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2123839	88	39801	113131	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.302	Binned sample R8.metabat.302	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	97.63	checkM v1.1.2	0.17	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2750617	108	41197	181107	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.176	Binned sample R8.metabat.176	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	88.54	checkM v1.1.2	0.33	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2031106	27	127572	176972	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R8.metabat.211	Binned sample R8.metabat.211	This sample represents a metagenomic bin from the metagenomic sample ERS20383188	B1-Ocean	MEGAHIT v1.2.9	89.72	checkM v1.1.2	1.12	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2047871	355	7832	30533	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-06-04	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383188	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.115	Binned sample R6.metabat.115	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	85.36	checkM v1.1.2	1.32	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1223239	15	188676	320669	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.150	Binned sample R6.metabat.150	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	94.02	checkM v1.1.2	0.19	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2472492	52	117555	260004	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.247	Binned sample R6.metabat.247	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	78.96	checkM v1.1.2	0.33	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1780957	376	5605	20509	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.80	Binned sample R6.metabat.80	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	94.79	checkM v1.1.2	0	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2307229	259	12273	115075	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.160	Binned sample R6.metabat.160	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	82.82	checkM v1.1.2	1.71	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1612992	198	13285	44606	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.260	Binned sample R6.metabat.260	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	98.16	checkM v1.1.2	5.88	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2102259	26	130044	245397	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.269	Binned sample R6.metabat.269	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	55.86	checkM v1.1.2	0.19	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1013065	42	35573	117904	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.127	Binned sample R6.metabat.127	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	91.78	checkM v1.1.2	4.39	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2023113	279	9305	42385	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.226	Binned sample R6.metabat.226	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	98.28	checkM v1.1.2	6.9	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1349348	58	40667	115016	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.74	Binned sample R6.metabat.74	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	58.62	checkM v1.1.2	1.05	MetaBAT2 v2.14 (biotools:MetaBAT_2)	998423	39	53119	99817	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.167	Binned sample R6.metabat.167	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	94.36	checkM v1.1.2	5.39	MetaBAT2 v2.14 (biotools:MetaBAT_2)	1980601	138	30933	190011	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
198431	uncultured prokaryote	sam_R6.metabat.204	Binned sample R6.metabat.204	This sample represents a metagenomic bin from the metagenomic sample ERS20383187	B1-Ocean	MEGAHIT v1.2.9	96.94	checkM v1.1.2	0.34	MetaBAT2 v2.14 (biotools:MetaBAT_2)	2611906	213	19174	61347	metagenome-assembled genome	minContig 1500, minCV 1.0, minCVSum 1.0, maxP 95%, minS 60, and maxEdges 200	Taxonomy identified using GTB-Tk v2.1.0	water [ENVO:00002006]	2020-05-14	Denmark	55.713	12.066667	aquatic biome [ENVO:00002030]|marine biome [ENVO:00000447]|coastal sea water [ENVO:00002150]	temperate marginal sea biome [ENVO:01000856]|neritic epipelagic zone biome [ENVO:01000042 ]|coastal water body [ENVO:02000049]	coastal sea water [ENVO:00002150]|ocean water [ENVO:00002151]|sea water [ENVO:00002149]	ERS20383187	aquatic metagenome
